t,chrome_procs,chrome_rss_mb,node_rss_mb,free_mb,swap_used_mb
4431,30,814,31,70,23196.38
4436,30,768,30,65,22656.38
4441,30,843,32,78,22940.12
4446,30,778,31,85,22676.12
4451,30,708,30,253,22499.25
4457,30,744,30,67,22368.75
4462,30,864,33,89,23009.25
4467,30,829,31,72,22803.62
4472,30,767,35,182,22514.56
4477,30,885,33,44,22322.81
4482,30,876,31,85,22760.94
4487,30,804,31,57,22419.38
4492,30,857,28,241,22696.56
4498,30,840,31,192,22723.38
4503,30,802,31,68,22795.38
4508,30,880,33,330,22943.19
4513,30,866,31,213,23005.56
4518,30,909,33,203,23095.12
4523,30,792,32,113,23063.00
4528,30,920,33,76,23001.25
4533,30,843,32,250,22663.00
4538,30,833,30,206,22599.44
4543,30,729,31,118,22394.12
4548,30,836,30,60,22378.88
4554,30,901,31,211,22891.31
4559,30,877,33,212,22980.44
4564,30,966,35,323,23337.81
4569,30,767,32,285,22851.81
4574,30,908,35,59,22954.44
4579,30,899,35,93,22902.88
4584,30,901,31,62,22986.69
4589,30,813,32,353,22985.25
4594,30,919,33,188,22920.19
4599,30,894,33,54,22614.56
4604,30,794,30,82,22076.62
4610,30,827,30,89,22087.69
4615,30,850,30,74,22604.62
4620,30,895,31,94,22598.69
4625,30,967,35,184,22872.31
4630,30,810,32,72,22437.69
4635,30,814,33,81,22248.94
4640,30,822,31,77,22279.31
4645,31,1031,30,60,22659.06
4650,30,878,31,224,22637.62
4656,30,769,33,233,22548.12
4661,30,808,30,102,22541.31
4666,25,627,31,71,23083.25
4671,25,580,32,61,23207.81
4676,30,1153,31,91,23013.62
4681,30,937,33,306,22743.44
4686,30,971,32,320,22711.31
4691,30,1014,33,20,22888.81
4696,30,993,33,70,23292.50
4701,30,1037,30,72,22449.00
4706,30,1054,48,87,22359.44
4711,30,997,40,76,23537.69
4717,30,963,43,67,23348.88
4722,30,980,41,100,22889.19
4727,30,975,40,70,22810.38
4732,30,918,41,59,22657.25
4737,30,835,41,223,22478.94
4742,30,1006,40,314,22901.25
4747,30,791,39,181,22895.75
4752,30,942,39,75,22741.00
4757,30,935,41,75,22525.81
4762,30,910,40,136,23757.12
4767,30,865,41,64,22712.75
4772,30,755,37,63,22841.62
4778,30,887,38,127,23046.69
4783,30,940,39,86,22621.44
4788,30,803,38,78,22153.50
4793,30,995,39,68,23333.06
4798,30,912,37,99,23142.31
4803,30,774,40,189,22783.75
4808,30,872,39,52,22112.00
4813,30,924,37,71,22216.81
4818,30,963,40,73,22948.00
4823,30,989,40,97,23235.75
4829,30,973,38,68,23114.62
4834,30,838,36,70,22396.88
4839,30,886,33,50,22490.25
4844,30,835,34,61,22338.62
4849,30,863,35,83,22347.31
4854,30,915,35,66,23357.00
4859,30,841,36,85,23061.94
4864,30,957,37,101,22633.19
4869,30,855,35,82,23181.94
4874,30,946,36,177,22888.88
4879,30,980,38,393,23175.56
4885,30,1003,38,455,23623.75
4890,30,1071,38,69,23303.75
4895,30,1010,40,87,23095.75
4900,30,997,40,75,22919.75
4905,30,982,40,75,22818.88
4910,30,950,36,70,22890.25
4915,30,883,36,87,22742.38
4920,30,967,36,56,22711.06
4925,30,969,38,217,22904.56
4930,30,986,39,246,22972.75
4935,30,862,41,68,22922.38
4940,30,856,39,265,22977.06
4945,30,960,38,308,23135.44
4950,30,1044,39,244,23347.06
4956,30,1047,41,60,23114.62
4961,30,936,38,76,23060.69
4966,30,971,39,250,23435.81
4971,30,950,39,55,23125.81
4976,30,982,39,70,23008.12
4981,30,915,36,67,22573.31
4986,30,925,37,79,22636.25
4991,30,793,37,122,22544.88
4996,30,957,38,71,22609.75
5001,30,1008,33,88,22533.50
5006,30,922,36,152,22599.38
5011,30,930,40,107,22803.00
5016,30,913,37,70,22515.19
5022,31,1035,37,76,23065.38
5027,31,1298,36,56,23406.81
5032,31,1172,36,65,22921.00
5037,31,1289,36,74,22794.31
5042,32,1912,34,76,23339.25
5047,32,1459,39,106,23018.50
5052,32,1534,39,196,23713.25
5057,32,1545,44,73,23548.62
5062,32,1432,42,16,23783.06
5067,32,1116,34,86,23688.75
5072,32,1322,34,62,22976.00
5077,32,1162,35,95,23671.69
5082,32,1199,37,66,23197.94
5088,32,1200,37,69,22969.88
5093,32,1139,36,79,23148.69
5098,32,1189,39,80,23076.69
5103,32,1136,37,80,22733.69
5108,32,1187,36,75,22778.19
5113,32,1079,40,78,23455.94
5118,32,1063,36,72,23759.94
5123,32,1012,33,223,23775.44
5128,32,979,32,58,23524.19
5133,32,1034,39,159,23416.12
5139,32,1091,41,149,24954.31
5144,32,1102,41,549,24657.94
5149,32,1429,38,99,23642.12
5154,32,1132,36,111,24382.00
5159,32,1103,38,105,23476.31
5164,32,1002,35,56,22933.06
5169,32,1042,35,58,23606.69
5174,32,1025,36,246,23341.50
5179,32,879,36,63,23791.75
5184,32,1049,39,59,23461.31
5190,32,1002,38,74,23246.69
5195,32,935,37,67,22961.06
5200,32,944,39,76,22979.81
5205,32,911,38,44,22830.25
5210,32,1034,37,66,23140.19
5215,32,1092,36,68,22880.81
5220,32,1044,35,134,22916.81
5225,32,1090,38,96,23145.81
5230,32,1116,38,286,23402.62
5235,32,1142,38,124,23231.94
5240,32,1168,39,84,23422.69
5245,32,1139,36,95,23799.38
5251,32,959,34,79,23327.81
5256,32,1002,41,416,23401.19
5261,27,733,38,64,23546.44
5266,27,760,39,607,23337.06
5271,27,802,33,59,23275.75
5276,27,790,36,60,23379.56
5281,27,802,34,63,23386.44
5286,27,833,38,55,23266.44
5291,27,732,35,321,23348.12
5296,27,783,36,285,22964.12
5301,27,694,35,189,23044.69
5306,27,653,38,300,23190.81
5311,27,731,37,144,22971.75
5317,27,799,33,336,23213.81
5322,27,785,36,66,23265.62
5327,31,968,36,89,23536.38
5332,32,1043,35,66,24038.25
5337,32,1150,38,72,23647.81
5342,36,1691,35,115,23592.31
5347,36,1354,38,72,23682.56
5352,35,1634,34,66,23619.81
5357,27,779,41,65,23454.88
5362,27,730,41,59,24043.69
5367,27,762,39,334,23947.69
5372,27,801,39,140,23851.69
5377,27,844,41,69,23779.69
5383,27,846,40,64,23699.69
5388,27,738,36,61,23820.69
5393,27,702,37,76,23309.94
5398,27,722,37,73,23029.38
5403,27,804,37,60,23191.88
5408,27,820,37,61,23068.50
5413,27,784,38,58,23087.88
5418,27,697,37,70,22611.12
5423,27,707,35,14,22526.81
5428,27,748,37,80,22761.12
5433,27,729,37,85,22844.75
5438,27,763,38,85,22645.50
5443,27,734,35,60,22752.69
5449,27,758,35,70,22931.19
5454,27,674,37,124,22760.44
5459,27,751,37,67,22742.75
5464,27,803,33,65,22920.00
5469,27,837,38,99,23146.62
5474,27,840,39,73,23596.31
5479,27,867,41,249,23587.75
5484,27,800,39,886,24325.44
5489,27,813,39,105,23775.81
5494,27,636,38,285,23263.94
5499,27,770,41,58,23243.62
5504,27,753,38,82,23122.75
5510,27,647,39,209,23103.06
5515,27,697,36,161,22950.00
5520,27,777,39,437,23434.12
5525,27,765,41,148,23281.00
5530,27,670,36,67,22840.19
5535,27,735,40,73,23043.88
5540,27,705,105,71,22993.88
5545,27,629,52,62,22940.38
5550,27,688,53,105,23381.62
5555,27,749,55,244,23350.69
5560,27,723,55,63,23199.75
5565,27,722,49,71,23090.75
5571,27,750,52,68,23069.81
5576,27,736,53,67,22997.31
5581,27,790,53,191,23309.56
5586,27,808,55,109,23219.62
5591,27,789,55,61,23242.56
5596,27,773,53,108,23211.81
5601,27,688,51,64,22894.12
5606,27,717,72,59,23039.31
5611,27,708,56,256,23284.69
5616,27,742,46,59,23183.25
5621,27,639,40,100,23141.62
5626,27,756,44,280,23628.81
5631,27,782,44,68,23548.75
5637,27,801,85,89,23756.94
5642,27,766,117,79,23602.06
5647,27,812,116,66,23594.69
5652,27,831,61,74,23729.25
5657,27,841,61,59,23590.19
5662,27,791,59,98,23649.31
5667,27,826,59,67,23639.00
5672,27,687,57,350,23686.56
5677,27,720,60,73,23542.56
5682,27,711,60,77,23597.12
5687,27,728,58,66,23424.12
5692,27,681,165,69,23671.00
5697,27,746,42,136,23276.81
5703,27,735,42,80,23457.81
5708,27,810,111,75,23310.94
5713,27,807,111,58,23389.44
5718,27,780,106,93,23334.94
5723,27,695,52,62,23421.56
5728,27,764,57,311,23712.69
5733,27,767,57,81,23550.62
5738,27,678,54,77,23115.25
5743,27,755,57,217,23641.44
5748,27,694,54,165,23260.81
5753,27,732,57,138,23111.06
5758,27,741,57,64,23284.94
5763,27,777,57,82,23484.12
5769,27,756,105,72,23385.25
5774,27,803,107,60,23780.62
5779,27,788,103,213,23733.75
5784,27,808,58,69,23779.06
5789,27,795,106,67,23468.56
5794,27,737,105,86,23345.50
5799,27,770,108,62,23781.25
5804,27,748,107,118,23761.19
5809,27,796,58,84,23508.88
5814,27,704,56,67,23197.19
5819,27,763,106,55,23624.56
5824,27,740,105,149,23540.62
5829,27,814,108,136,23714.12
5834,27,818,111,74,23814.88
5840,27,821,110,59,23879.62
5845,27,678,55,181,23605.25
5850,27,743,106,66,23502.75
5855,27,734,60,60,23567.56
5860,27,687,58,377,23928.12
5866,27,649,100,444,23753.75
5871,27,665,56,121,23579.62
5876,27,767,110,109,23430.88
5881,27,732,58,82,23652.81
5886,27,795,62,74,23632.50
5891,27,747,101,63,23244.69
5896,27,796,103,239,23892.38
5901,27,767,61,72,23539.69
5906,27,790,58,61,23641.00
5911,27,764,58,122,23588.38
5916,27,787,60,215,23819.75
5921,27,741,60,99,23762.69
5926,27,766,57,326,23750.56
5932,27,706,56,143,23330.06
5937,27,733,58,70,23681.44
5942,27,801,104,61,23642.19
5947,27,780,106,92,23616.00
5952,27,819,112,115,24280.88
5957,27,838,112,66,23883.31
5962,27,838,68,66,23992.25
5967,27,861,65,334,24003.50
5972,27,825,110,106,23843.75
5977,27,695,108,71,23797.25
5983,27,748,57,62,23345.00
5988,27,765,56,57,23323.81
5993,27,674,56,66,23146.25
5998,27,740,56,74,23411.94
6003,27,703,50,129,23608.00
6008,27,763,54,76,23631.00
6013,27,709,106,44,23455.25
6018,27,775,107,69,23727.31
6023,27,688,52,92,23632.00
6028,27,756,105,70,23789.50
6033,27,753,106,72,23778.56
6038,27,767,102,83,23673.88
6043,27,765,53,109,23641.62
6049,27,797,106,104,23751.75
6054,27,794,102,67,23766.88
6059,27,720,54,170,23628.44
6064,27,797,54,203,23952.88
6069,27,762,52,65,23422.56
6074,27,817,57,130,23684.81
6079,27,832,118,90,23841.38
6084,27,705,113,59,23522.38
6089,27,753,115,83,23451.56
6094,27,687,44,238,23511.38
6099,27,755,49,93,23616.69
6105,27,767,49,201,23615.44
6110,27,674,47,94,23286.81
6115,27,769,47,74,23430.75
6120,27,767,47,177,23633.75
6125,27,789,47,141,23531.75
6130,27,745,49,67,23423.00
6135,27,828,53,138,23628.06
6140,27,839,53,92,23670.62
6145,27,809,97,61,23662.31
6150,27,734,96,68,23543.44
6155,27,759,96,86,23800.31
6160,27,717,48,90,23551.81
6165,27,767,49,68,23528.25
6170,27,796,49,79,23691.31
6175,27,733,47,132,23464.00
6181,27,807,47,124,23511.00
6186,27,745,46,82,23285.19
6191,27,716,49,68,23405.50
6196,27,722,47,93,23393.06
6201,27,752,47,67,23531.69
6206,27,799,102,78,23941.12
6211,27,786,102,109,23989.75
6216,27,783,104,95,23752.56
6221,27,716,50,26,23355.50
6226,27,791,50,63,23651.38
6231,27,774,48,74,23926.06
6236,27,707,50,159,23705.31
6242,27,796,49,64,23730.00
6247,27,802,52,91,23794.25
6252,27,828,52,69,24021.44
6257,27,828,54,72,23791.12
6262,27,735,52,91,23690.81
6267,27,776,48,100,23703.31
6272,27,672,47,67,23430.88
6277,27,767,50,79,23621.69
6282,27,741,48,58,23513.12
6287,27,731,50,102,23460.88
6292,27,761,50,64,23597.69
6297,27,767,48,69,23385.56
6302,27,876,48,158,23771.56
6307,27,883,50,144,23684.38
6313,27,789,47,64,23541.38
6318,27,839,53,124,23937.06
6323,27,807,99,116,24009.56
6328,27,800,102,65,23869.31
6333,27,776,101,65,23707.38
6338,27,789,103,73,23802.38
6343,27,750,104,71,23618.31
6348,27,784,63,62,23666.56
6353,27,808,101,277,24080.50
6358,27,760,46,189,23721.75
6363,27,770,50,290,23899.31
6368,27,796,51,248,23762.75
6373,27,764,55,64,23583.62
6379,27,775,50,126,23641.62
6384,27,743,47,44,23333.31
6389,27,797,47,116,23578.31
6394,27,798,48,63,23834.81
6399,27,734,49,59,23670.12
6404,27,801,100,154,23711.44
6409,27,800,100,83,23653.50
6414,27,790,52,161,23768.06
6419,27,784,99,370,23879.69
6424,27,822,99,62,23687.69
6429,27,810,50,86,23507.44
6434,27,803,50,148,23650.19
6439,27,829,50,70,23606.94
6445,27,778,45,63,23596.44
6450,27,808,48,79,23758.19
6455,27,640,48,77,23532.19
6460,27,773,50,78,23760.88
6465,27,785,47,127,23551.25
6470,27,749,48,291,23848.88
6475,27,724,49,316,23874.12
6480,27,789,50,97,23659.50
6485,27,815,49,68,23709.12
6490,27,728,52,116,23901.88
6495,27,754,56,448,23930.25
6500,27,767,53,69,23527.00
6505,27,753,53,88,23564.81
6510,27,674,49,81,23424.81
6516,27,770,50,189,23584.94
6521,27,763,50,91,23588.19
6526,27,784,52,6854,16519.50
6531,27,810,52,5514,16114.19
6536,27,826,52,3577,15745.81
6541,27,853,52,2495,15637.50
6546,27,878,53,887,15444.94
6551,27,905,53,68,15420.88
6556,27,910,96,71,15364.88
6561,27,919,110,92,15188.88
6566,27,745,109,57,14900.88
6571,27,748,65,63,14764.88
6576,27,758,69,285,14569.94
6582,27,768,107,73,14529.94
6587,27,770,107,79,14521.94
6592,27,616,99,5486,17334.06
6597,27,747,102,3635,17158.06
6602,27,788,102,2726,16830.06
6607,27,817,107,1283,16466.69
6612,27,826,107,276,16282.75
6617,27,833,107,64,15874.69
6622,27,714,101,65,15786.69
6627,27,767,102,68,15491.75
6632,27,783,52,150,15451.75
6637,27,770,54,67,15379.75
6642,27,730,51,2429,16027.44
6648,27,851,53,491,15835.44
6653,27,864,53,120,15779.44
6658,27,864,51,63,15739.44
6663,27,890,51,53,15571.44
6668,27,809,51,62,15555.44
6673,27,815,51,240,15523.44
6678,27,878,225,68,15483.44
6683,27,887,103,348,15427.44
6688,27,894,103,138,15363.44
6693,27,902,103,62,15339.44
6698,27,901,103,137,15299.44
6704,27,903,103,89,15291.44
6709,27,788,53,182,15243.44
6714,27,748,101,373,15243.44
6719,27,805,101,306,15171.38
6724,27,761,53,135,16007.00
6729,27,821,55,867,16154.69
6734,27,755,55,56,16074.69
6739,27,751,53,57,16018.69
6744,27,709,49,63,15906.06
6749,27,700,51,165,15603.50
6754,27,743,98,324,15547.44
6760,27,743,200,60,15395.44
6765,27,767,99,154,15371.44
6770,27,773,99,101,15347.44
6775,27,838,99,101,15299.44
6780,27,846,99,125,15283.44
6785,27,871,99,69,15251.44
6790,27,758,99,73,15268.69
6795,27,718,60,1438,15648.25
6800,27,780,61,210,15592.25
6805,27,685,56,61,16345.00
6810,27,585,47,1171,16337.00
6815,27,710,55,75,16321.00
6820,27,733,47,81,16548.56
6826,27,612,42,110,19663.94
6831,27,745,46,5029,21232.75
6836,27,785,52,4248,20043.00
6841,27,823,102,1512,19554.38
6846,27,836,145,1187,19445.12
6851,27,870,147,599,19293.00
6856,27,885,147,220,19221.00
6861,27,889,147,394,19181.00
6866,27,895,147,406,19101.00
6871,27,917,151,63,18973.00
6876,27,921,151,158,18861.00
6881,27,923,151,63,18572.12
6886,27,894,119,45,18516.19
6892,27,834,108,59,18404.06
6897,27,732,100,71,18236.06
6902,27,678,101,73,17996.06
6907,27,769,103,296,17860.06
6912,27,706,102,390,17716.06
6917,27,789,107,92,17561.44
6923,27,749,104,300,17433.44
6928,27,786,103,369,17297.44
6933,27,766,226,333,17241.44
6938,27,791,108,725,17209.44
6943,27,801,108,356,17153.44
6948,27,819,108,158,17137.44
6953,27,844,119,62,17121.44
6958,27,835,161,54,17057.38
6963,27,746,97,59,16777.38
6968,27,763,107,76,16761.38
6973,27,664,64,170,16759.88
6978,27,706,56,58,16719.88
6983,27,628,52,62,16728.06
6988,32,972,46,115,17776.06
6994,32,869,50,673,17774.75
6999,27,716,54,354,17686.75
7004,27,759,178,369,17678.75
7009,27,772,56,68,17654.75
7014,27,781,56,359,17638.75
7019,27,793,56,59,17566.69
7024,27,787,51,67,17278.62
7029,27,678,57,54,17198.62
7034,27,749,48,66,17248.06
7039,27,593,45,60,17675.25
7044,27,675,43,56,18129.62
7049,27,642,46,465,17860.62
7055,27,696,44,64,17764.62
7060,27,716,60,66,17716.62
7065,27,673,43,62,17676.62
7070,27,655,48,65,18589.38
7075,27,710,48,65,18541.38
7080,27,762,48,88,18493.38
7085,27,796,48,74,18477.38
7090,27,813,50,62,18429.38
7095,27,819,55,82,18405.38
7100,27,751,55,65,18333.38
7105,27,606,46,68,18269.38
7110,27,767,168,63,18221.38
7115,27,795,45,71,18267.06
7120,27,736,150,91,18328.56
7126,27,788,51,238,18312.94
7131,27,803,51,72,18296.94
7136,27,827,52,537,18280.94
7141,27,850,52,394,18264.94
7146,27,890,52,66,18216.94
7151,27,874,53,74,18184.94
7156,27,651,43,65,18452.94
7161,27,688,46,65,18500.31
7166,27,753,46,65,18396.31
7171,27,730,46,65,18316.31
7176,27,692,39,61,18431.69
7181,27,662,35,60,18440.50
7186,27,721,34,67,19302.12
7191,27,740,34,72,19286.12
7197,27,771,36,75,19270.12
7202,27,843,36,82,19246.12
7207,27,856,36,92,19158.12
7212,27,838,38,67,19142.12
7217,27,691,34,66,19018.94
7222,27,686,38,65,18828.69
7227,27,717,34,62,18884.00
7232,27,623,34,65,18994.00
7237,27,736,36,424,19086.12
7242,27,771,38,77,18958.12
7247,27,772,160,70,18894.12
7252,27,783,38,66,18878.12
7257,27,792,37,356,18830.12
7262,27,836,44,137,18766.12
7267,27,861,43,85,18486.31
7273,27,608,35,63,18918.38
7278,27,770,39,85,18910.38
7283,27,702,36,74,18854.38
7288,27,715,39,61,18718.38
7293,27,781,40,73,18710.38
7298,27,797,39,69,18702.38
7303,27,773,41,72,18694.38
7308,27,794,41,130,18694.38
7313,27,804,41,80,18590.38
7318,27,780,41,71,18590.38
7323,27,810,41,61,18590.38
7328,27,836,41,91,18582.38
7333,27,834,44,74,18566.38
7339,27,840,42,64,18550.38
7344,27,843,42,62,18534.38
7349,27,818,42,68,18438.38
7354,27,695,35,93,18972.69
7359,27,748,36,61,19031.25
7364,27,733,39,251,19034.81
7369,27,772,39,106,18962.81
7374,27,720,34,68,18922.81
7379,27,649,37,65,18770.81
7384,27,746,36,61,18727.62
7389,27,759,35,69,18805.94
7394,27,776,39,57,18869.81
7399,27,774,39,64,18861.81
7404,27,777,40,79,18919.19
7410,27,700,39,59,18831.19
7415,27,744,37,65,18751.19
7420,27,726,163,68,18695.69
7425,27,775,53,62,18858.19
7430,27,810,155,71,18856.31
7435,27,828,54,125,18784.31
7440,27,859,54,63,18720.31
7445,27,862,51,55,18672.31
7450,27,696,42,67,19589.88
7455,27,633,40,113,19964.56
7460,27,591,39,80,21751.19
7465,27,717,40,2160,21675.75
7471,27,741,40,1713,21611.75
7476,27,745,40,1631,21563.75
7481,27,756,42,1417,21547.75
7486,27,766,42,874,21483.75
7491,27,772,42,69,21387.69
7496,27,783,42,66,21227.69
7501,27,784,41,91,21043.69
7506,27,777,38,188,20955.69
7511,27,821,40,66,20875.69
7516,27,844,40,254,20867.69
7521,27,855,40,70,20819.69
7526,27,875,40,82,20819.69
7531,27,879,40,91,20803.69
7537,27,881,42,60,20795.69
7542,27,884,67,66,20704.44
7547,27,884,42,375,20704.44
7552,27,888,42,180,20696.44
7557,27,890,42,89,20696.44
7562,27,899,42,65,20672.44
7567,27,909,42,396,20656.44
7572,27,920,42,283,20656.44
7577,27,921,42,168,20576.44
7582,27,923,42,278,20464.44
7587,27,919,42,67,20320.44
7592,27,921,42,97,20240.44
7597,27,922,42,68,20208.44
7603,27,922,42,123,20208.44
7608,27,922,42,109,20200.44
7613,27,927,42,123,20192.44
7618,27,928,42,75,20192.44
7623,27,900,42,318,20104.44
7628,27,768,40,61,20072.44
7633,32,1071,33,61,20048.44
7638,27,686,34,67,21343.50
7643,27,618,28,232,24658.81
7648,27,619,31,356,26632.56
7653,27,669,32,247,28797.06
7659,27,696,34,240,28637.06
7664,27,589,35,58,29591.75
7669,27,717,32,205,29511.75
7674,27,741,33,68,29399.69
7679,27,761,33,6107,29327.69
7684,27,824,35,4350,22715.94
7689,27,853,35,3357,22353.25
7694,27,871,37,3138,22249.25
7699,27,873,37,2404,22033.25
7705,27,875,37,1196,21752.75
7710,27,877,37,69,21543.62
7715,27,853,37,63,21391.62
7720,27,752,35,203,21287.62
7725,27,759,35,79,21127.62
7730,27,779,35,91,21071.62
7735,27,786,35,200,20911.62
7740,27,820,52,287,20903.62
7745,27,854,37,67,20895.62
7750,27,852,520,56,20855.62
7755,32,1392,37,227,20682.19
7761,32,1345,37,63,20658.19
7766,27,886,37,680,20650.19
7771,27,886,37,690,20642.19
7776,27,890,37,558,20634.19
7781,27,895,37,427,20610.19
7786,27,899,37,662,20602.19
7791,27,903,37,733,20586.19
7796,27,904,37,381,20522.19
7801,27,880,36,366,20338.19
7806,27,635,34,230,20090.19
7811,27,718,35,60,19874.19
7816,27,710,34,258,19523.50
7821,27,747,34,257,19483.19
7826,27,725,35,62,19371.19
7831,27,589,32,60,19572.19
7837,36,1346,31,73,20722.19
7842,27,722,34,180,20841.44
7847,27,711,33,208,20777.44
7852,27,733,32,86,20621.56
7857,27,719,30,907,20707.44
7862,27,762,35,144,20475.44
7867,27,792,35,349,20363.44
7872,27,795,37,259,20203.44
7877,27,794,160,88,20195.44
7882,27,802,37,379,20179.44
7887,27,825,37,197,20163.44
7893,27,831,37,129,20139.44
7898,27,841,37,230,20131.44
7903,27,813,37,432,20099.44
7908,27,819,37,241,20067.44
7913,27,809,37,683,20059.44
7918,32,1081,34,62,20088.88
7923,27,768,32,768,20235.75
7928,27,807,32,124,20219.75
7933,27,811,41,80,20139.75
7938,32,1135,41,48,20107.75
7943,27,741,41,78,19903.44
7949,36,1420,32,57,20044.06
7954,27,726,35,614,20189.38
7959,27,744,35,353,20165.38
7964,27,749,37,62,20157.38
7969,27,771,37,224,20141.38
7974,27,640,36,765,20133.38
7979,27,756,37,672,20189.38
7984,27,801,37,383,20181.38
7989,27,829,37,394,20173.38
7994,27,830,38,315,20173.38
7999,32,1137,35,90,20141.38
8004,27,791,35,458,20186.94
8009,27,801,35,142,20186.94
8014,27,792,100,74,20114.94
8020,27,803,100,240,20114.94
8025,27,821,100,161,20090.94
8030,27,803,99,59,19986.94
8035,27,738,99,62,19922.94
8040,27,784,98,75,19898.94
8045,27,821,46,67,19898.94
8050,27,832,46,68,19890.94
8055,27,831,48,64,19890.94
8060,27,838,48,92,19874.94
8065,27,842,48,69,19866.94
8070,27,842,48,78,19850.94
8075,27,829,48,100,19850.94
8080,27,782,46,51,19840.44
8086,27,785,46,64,19824.44
8091,27,798,46,77,19834.56
8096,27,787,443,249,20035.75
8101,32,1266,44,163,20408.19
8106,37,1559,42,220,20591.75
8111,27,788,42,1053,20782.00
8116,27,892,44,823,20630.00
8121,27,917,44,555,20630.00
8126,27,918,44,432,20630.00
8131,27,926,44,215,20622.00
8136,27,861,44,547,20614.00
8141,36,1835,42,65,20598.00
8147,27,887,44,568,20582.00
8152,27,898,44,417,20574.00
8157,27,902,44,379,20574.00
8162,36,1864,44,73,20566.00
8167,27,853,44,681,20566.00
8172,27,863,44,553,20566.00
8177,27,871,48,568,20566.00
8182,27,878,48,316,20558.00
8187,27,884,48,239,20558.00
8192,32,1291,43,68,20526.00
8197,27,814,46,619,20518.00
8202,27,624,41,74,20646.06
8207,32,1149,39,221,20886.19
8212,27,708,40,362,20870.19
8218,27,621,32,279,20969.69
8223,27,683,35,85,21326.25
8228,27,760,34,568,21225.12
8233,27,744,428,91,21145.12
8238,27,655,33,71,21067.12
8243,27,739,32,69,21185.12
8248,32,1064,30,68,21523.50
8253,27,637,33,60,21513.38
8258,27,735,33,165,21473.38
8263,27,784,35,62,21425.38
8268,27,804,37,112,21361.38
8273,27,778,37,67,21337.38
8279,36,1633,35,69,21313.38
8284,38,2080,35,282,21305.38
8289,38,2346,92,78,21257.38
8294,27,814,123,539,21225.38
8299,27,757,123,62,21209.38
8304,27,771,76,164,21209.38
8309,27,786,76,329,21201.38
